,true,pred
2899,gender,not_cyberbullying
2900,gender,gender
2901,age,age
2902,ethnicity,ethnicity
2903,ethnicity,ethnicity
2904,ethnicity,ethnicity
2905,ethnicity,ethnicity
2906,gender,gender
2907,ethnicity,ethnicity
2908,gender,gender
2909,not_cyberbullying,other_cyberbullying
2910,age,age
2911,age,age
2912,other_cyberbullying,other_cyberbullying
2913,gender,gender
2914,ethnicity,ethnicity
2915,ethnicity,ethnicity
2916,age,age
2917,age,age
2918,religion,religion
2919,gender,gender
2920,age,age
2921,gender,gender
2922,age,age
2923,other_cyberbullying,other_cyberbullying
2924,age,age
2925,gender,gender
2926,gender,gender
2927,gender,other_cyberbullying
2928,age,age
2929,age,age
2930,other_cyberbullying,other_cyberbullying
2931,not_cyberbullying,gender
2932,religion,religion
2933,age,age
2934,not_cyberbullying,other_cyberbullying
2935,not_cyberbullying,not_cyberbullying
2936,age,age
2937,not_cyberbullying,not_cyberbullying
2938,age,age
2939,age,age
2940,gender,gender
2941,religion,religion
2942,gender,gender
2943,other_cyberbullying,other_cyberbullying
2944,gender,gender
2945,not_cyberbullying,religion
2946,gender,gender
2947,gender,gender
2948,religion,religion
2949,gender,gender
2950,not_cyberbullying,other_cyberbullying
2951,religion,religion
2952,age,age
2953,other_cyberbullying,not_cyberbullying
2954,ethnicity,ethnicity
2955,not_cyberbullying,not_cyberbullying
2956,age,age
2957,other_cyberbullying,other_cyberbullying
2958,religion,religion
2959,other_cyberbullying,other_cyberbullying
2960,gender,gender
2961,gender,gender
2962,gender,other_cyberbullying
2963,age,age
2964,age,age
2965,gender,gender
2966,other_cyberbullying,other_cyberbullying
2967,ethnicity,ethnicity
2968,age,age
2969,not_cyberbullying,not_cyberbullying
2970,other_cyberbullying,other_cyberbullying
2971,religion,religion
2972,age,age
2973,not_cyberbullying,not_cyberbullying
2974,gender,gender
2975,age,age
2976,ethnicity,ethnicity
2977,ethnicity,ethnicity
2978,ethnicity,ethnicity
2979,gender,gender
2980,ethnicity,ethnicity
2981,not_cyberbullying,not_cyberbullying
2982,not_cyberbullying,not_cyberbullying
2983,gender,gender
2984,religion,religion
2985,ethnicity,ethnicity
2986,not_cyberbullying,other_cyberbullying
2987,age,age
2988,ethnicity,ethnicity
2989,gender,other_cyberbullying
2990,other_cyberbullying,gender
2991,age,age
2992,not_cyberbullying,other_cyberbullying
2993,not_cyberbullying,gender
2994,other_cyberbullying,not_cyberbullying
2995,religion,religion
2996,religion,religion
2997,ethnicity,ethnicity
2998,gender,gender
2999,ethnicity,ethnicity
3000,other_cyberbullying,other_cyberbullying
3001,ethnicity,ethnicity
3002,age,age
3003,other_cyberbullying,other_cyberbullying
3004,ethnicity,ethnicity
3005,ethnicity,ethnicity
3006,religion,religion
3007,religion,religion
3008,ethnicity,ethnicity
3009,religion,religion
3010,gender,gender
3011,ethnicity,ethnicity
3012,ethnicity,ethnicity
3013,gender,gender
3014,gender,gender
3015,other_cyberbullying,other_cyberbullying
3016,ethnicity,ethnicity
3017,other_cyberbullying,other_cyberbullying
3018,other_cyberbullying,other_cyberbullying
3019,religion,religion
3020,religion,religion
3021,gender,gender
3022,gender,gender
3023,gender,gender
3024,gender,other_cyberbullying
3025,ethnicity,ethnicity
3026,ethnicity,ethnicity
3027,not_cyberbullying,not_cyberbullying
3028,gender,gender
3029,religion,religion
3030,other_cyberbullying,other_cyberbullying
3031,gender,gender
3032,ethnicity,ethnicity
3033,age,age
3034,gender,gender
3035,not_cyberbullying,not_cyberbullying
3036,other_cyberbullying,other_cyberbullying
3037,religion,religion
3038,gender,other_cyberbullying
3039,ethnicity,ethnicity
3040,religion,religion
3041,other_cyberbullying,other_cyberbullying
3042,religion,religion
3043,other_cyberbullying,not_cyberbullying
3044,other_cyberbullying,other_cyberbullying
3045,not_cyberbullying,gender
3046,religion,religion
3047,age,age
3048,ethnicity,ethnicity
3049,not_cyberbullying,not_cyberbullying
3050,ethnicity,ethnicity
3051,gender,gender
3052,ethnicity,ethnicity
3053,other_cyberbullying,not_cyberbullying
3054,ethnicity,ethnicity
3055,other_cyberbullying,not_cyberbullying
3056,other_cyberbullying,other_cyberbullying
3057,ethnicity,ethnicity
3058,gender,gender
3059,religion,religion
3060,other_cyberbullying,other_cyberbullying
3061,gender,gender
3062,gender,gender
3063,ethnicity,ethnicity
3064,other_cyberbullying,other_cyberbullying
3065,ethnicity,ethnicity
3066,age,age
3067,not_cyberbullying,other_cyberbullying
3068,age,age
3069,age,age
3070,age,age
3071,ethnicity,ethnicity
3072,age,age
3073,religion,religion
3074,ethnicity,ethnicity
3075,ethnicity,ethnicity
3076,other_cyberbullying,other_cyberbullying
3077,religion,religion
3078,gender,not_cyberbullying
3079,not_cyberbullying,other_cyberbullying
3080,other_cyberbullying,other_cyberbullying
3081,gender,gender
3082,other_cyberbullying,other_cyberbullying
3083,other_cyberbullying,other_cyberbullying
3084,age,age
3085,ethnicity,ethnicity
3086,gender,gender
3087,ethnicity,ethnicity
3088,age,age
3089,not_cyberbullying,not_cyberbullying
3090,gender,gender
3091,other_cyberbullying,other_cyberbullying
3092,ethnicity,ethnicity
3093,other_cyberbullying,other_cyberbullying
3094,age,not_cyberbullying
3095,other_cyberbullying,other_cyberbullying
3096,not_cyberbullying,not_cyberbullying
3097,age,age
3098,age,age
3099,ethnicity,ethnicity
3100,age,age
3101,ethnicity,ethnicity
3102,ethnicity,ethnicity
3103,ethnicity,ethnicity
3104,age,other_cyberbullying
3105,gender,gender
3106,not_cyberbullying,not_cyberbullying
3107,age,age
3108,gender,gender
3109,age,age
3110,religion,religion
3111,age,age
3112,age,age
3113,ethnicity,ethnicity
3114,ethnicity,ethnicity
3115,gender,gender
3116,religion,religion
3117,age,age
3118,religion,religion
3119,other_cyberbullying,other_cyberbullying
3120,not_cyberbullying,other_cyberbullying
3121,gender,gender
3122,not_cyberbullying,not_cyberbullying
3123,ethnicity,ethnicity
3124,ethnicity,ethnicity
3125,age,age
3126,ethnicity,ethnicity
3127,gender,religion
3128,ethnicity,ethnicity
3129,ethnicity,ethnicity
3130,religion,religion
3131,other_cyberbullying,not_cyberbullying
3132,not_cyberbullying,not_cyberbullying
3133,ethnicity,ethnicity
3134,other_cyberbullying,other_cyberbullying
3135,age,age
3136,gender,not_cyberbullying
3137,not_cyberbullying,other_cyberbullying
3138,not_cyberbullying,not_cyberbullying
3139,ethnicity,ethnicity
3140,age,age
3141,age,age
3142,not_cyberbullying,not_cyberbullying
3143,religion,not_cyberbullying
3144,not_cyberbullying,not_cyberbullying
3145,not_cyberbullying,not_cyberbullying
3146,ethnicity,ethnicity
3147,ethnicity,ethnicity
3148,age,age
3149,gender,gender
3150,other_cyberbullying,not_cyberbullying
3151,not_cyberbullying,not_cyberbullying
3152,gender,gender
3153,age,age
3154,ethnicity,ethnicity
3155,age,age
3156,age,age
3157,ethnicity,ethnicity
3158,age,age
3159,age,age
3160,age,age
3161,ethnicity,ethnicity
3162,gender,gender
3163,gender,gender
3164,other_cyberbullying,other_cyberbullying
3165,ethnicity,ethnicity
3166,not_cyberbullying,not_cyberbullying
3167,ethnicity,ethnicity
3168,religion,religion
3169,not_cyberbullying,not_cyberbullying
3170,age,age
3171,ethnicity,ethnicity
3172,not_cyberbullying,other_cyberbullying
3173,gender,gender
3174,age,age
3175,ethnicity,ethnicity
3176,age,age
3177,other_cyberbullying,other_cyberbullying
3178,not_cyberbullying,not_cyberbullying
3179,age,age
3180,not_cyberbullying,not_cyberbullying
3181,age,age
3182,gender,gender
3183,not_cyberbullying,other_cyberbullying
3184,age,age
3185,religion,religion
3186,ethnicity,ethnicity
3187,gender,other_cyberbullying
3188,religion,religion
3189,other_cyberbullying,not_cyberbullying
3190,religion,religion
3191,ethnicity,ethnicity
3192,age,age
3193,gender,other_cyberbullying
3194,gender,gender
3195,age,age
3196,age,age
3197,religion,religion
3198,ethnicity,ethnicity
3199,religion,religion
3200,ethnicity,ethnicity
3201,religion,religion
3202,religion,religion
3203,religion,religion
3204,gender,gender
3205,age,age
3206,gender,gender
3207,gender,gender
3208,age,age
3209,ethnicity,ethnicity
3210,age,age
3211,ethnicity,ethnicity
3212,age,age
3213,gender,gender
3214,religion,religion
3215,other_cyberbullying,other_cyberbullying
3216,age,age
3217,gender,gender
3218,gender,not_cyberbullying
3219,age,age
3220,age,age
3221,not_cyberbullying,not_cyberbullying
3222,age,age
3223,religion,religion
3224,ethnicity,ethnicity
3225,not_cyberbullying,not_cyberbullying
3226,age,age
3227,ethnicity,ethnicity
3228,age,age
3229,gender,gender
3230,ethnicity,ethnicity
3231,age,age
3232,ethnicity,ethnicity
3233,age,age
3234,gender,gender
3235,gender,gender
3236,gender,gender
3237,not_cyberbullying,not_cyberbullying
3238,ethnicity,ethnicity
3239,ethnicity,ethnicity
3240,not_cyberbullying,gender
3241,age,age
3242,not_cyberbullying,not_cyberbullying
3243,ethnicity,ethnicity
3244,religion,religion
3245,gender,gender
3246,gender,gender
3247,ethnicity,ethnicity
3248,age,age
3249,age,age
3250,other_cyberbullying,other_cyberbullying
3251,other_cyberbullying,not_cyberbullying
3252,age,age
3253,ethnicity,ethnicity
3254,ethnicity,ethnicity
3255,not_cyberbullying,religion
3256,other_cyberbullying,other_cyberbullying
3257,age,age
3258,religion,religion
3259,other_cyberbullying,other_cyberbullying
3260,age,age
3261,age,age
3262,religion,religion
3263,other_cyberbullying,other_cyberbullying
3264,other_cyberbullying,other_cyberbullying
3265,ethnicity,ethnicity
3266,other_cyberbullying,not_cyberbullying
3267,age,age
3268,ethnicity,ethnicity
3269,other_cyberbullying,other_cyberbullying
3270,ethnicity,ethnicity
3271,age,age
3272,ethnicity,ethnicity
3273,gender,gender
3274,age,age
3275,religion,religion
3276,ethnicity,ethnicity
3277,religion,religion
3278,not_cyberbullying,not_cyberbullying
3279,not_cyberbullying,not_cyberbullying
3280,age,age
3281,religion,religion
3282,gender,gender
3283,religion,religion
3284,other_cyberbullying,other_cyberbullying
3285,other_cyberbullying,other_cyberbullying
3286,ethnicity,ethnicity
3287,not_cyberbullying,other_cyberbullying
3288,other_cyberbullying,other_cyberbullying
3289,not_cyberbullying,not_cyberbullying
3290,religion,religion
3291,other_cyberbullying,other_cyberbullying
3292,religion,religion
3293,not_cyberbullying,not_cyberbullying
3294,not_cyberbullying,not_cyberbullying
3295,religion,religion
3296,ethnicity,ethnicity
3297,other_cyberbullying,other_cyberbullying
3298,ethnicity,ethnicity
3299,ethnicity,ethnicity
3300,age,age
3301,ethnicity,ethnicity
3302,age,age
3303,ethnicity,ethnicity
3304,ethnicity,ethnicity
3305,gender,gender
3306,gender,gender
3307,age,age
3308,ethnicity,ethnicity
3309,gender,gender
3310,ethnicity,ethnicity
3311,age,age
3312,ethnicity,ethnicity
3313,religion,religion
3314,not_cyberbullying,religion
3315,ethnicity,ethnicity
3316,gender,other_cyberbullying
3317,age,age
3318,gender,gender
3319,ethnicity,ethnicity
3320,ethnicity,ethnicity
3321,age,age
3322,not_cyberbullying,other_cyberbullying
3323,age,age
3324,gender,gender
3325,ethnicity,ethnicity
3326,gender,gender
3327,religion,religion
3328,not_cyberbullying,not_cyberbullying
3329,gender,gender
3330,not_cyberbullying,other_cyberbullying
3331,religion,religion
3332,ethnicity,ethnicity
3333,not_cyberbullying,not_cyberbullying
3334,other_cyberbullying,other_cyberbullying
3335,ethnicity,ethnicity
3336,gender,gender
3337,gender,other_cyberbullying
3338,gender,not_cyberbullying
3339,other_cyberbullying,other_cyberbullying
3340,religion,religion
3341,gender,gender
3342,other_cyberbullying,other_cyberbullying
3343,ethnicity,ethnicity
3344,not_cyberbullying,not_cyberbullying
3345,gender,gender
3346,age,age
3347,religion,religion
3348,other_cyberbullying,other_cyberbullying
3349,religion,religion
3350,age,age
3351,gender,gender
3352,ethnicity,ethnicity
3353,gender,gender
3354,religion,religion
3355,ethnicity,ethnicity
3356,gender,not_cyberbullying
3357,ethnicity,ethnicity
3358,age,age
3359,gender,not_cyberbullying
3360,not_cyberbullying,other_cyberbullying
3361,gender,gender
3362,religion,religion
3363,gender,gender
3364,ethnicity,ethnicity
3365,ethnicity,ethnicity
3366,other_cyberbullying,other_cyberbullying
3367,age,age
3368,gender,gender
3369,age,age
3370,religion,religion
3371,other_cyberbullying,other_cyberbullying
3372,age,age
3373,ethnicity,ethnicity
3374,age,age
3375,ethnicity,ethnicity
3376,ethnicity,ethnicity
3377,religion,religion
3378,age,age
3379,other_cyberbullying,other_cyberbullying
3380,not_cyberbullying,other_cyberbullying
3381,age,age
3382,ethnicity,ethnicity
3383,religion,religion
3384,other_cyberbullying,other_cyberbullying
3385,gender,gender
3386,gender,gender
3387,ethnicity,ethnicity
3388,age,age
3389,gender,gender
3390,not_cyberbullying,not_cyberbullying
3391,not_cyberbullying,not_cyberbullying
3392,religion,religion
3393,ethnicity,ethnicity
3394,not_cyberbullying,not_cyberbullying
3395,not_cyberbullying,other_cyberbullying
3396,ethnicity,ethnicity
3397,religion,religion
3398,gender,gender
3399,age,age
3400,gender,gender
3401,gender,gender
3402,age,age
3403,gender,not_cyberbullying
3404,age,age
3405,religion,religion
3406,other_cyberbullying,not_cyberbullying
3407,gender,other_cyberbullying
3408,gender,gender
3409,ethnicity,ethnicity
3410,gender,gender
3411,religion,religion
3412,religion,religion
3413,religion,religion
3414,gender,gender
3415,religion,religion
3416,not_cyberbullying,not_cyberbullying
3417,not_cyberbullying,other_cyberbullying
3418,ethnicity,ethnicity
3419,gender,gender
3420,other_cyberbullying,not_cyberbullying
3421,age,age
3422,religion,religion
3423,ethnicity,ethnicity
3424,gender,gender
3425,gender,gender
3426,age,age
3427,ethnicity,ethnicity
3428,religion,religion
3429,religion,religion
3430,age,age
3431,not_cyberbullying,not_cyberbullying
3432,other_cyberbullying,other_cyberbullying
3433,other_cyberbullying,other_cyberbullying
3434,gender,gender
3435,religion,religion
3436,age,age
3437,ethnicity,ethnicity
3438,religion,religion
3439,religion,religion
3440,other_cyberbullying,other_cyberbullying
3441,religion,religion
3442,gender,gender
3443,gender,religion
3444,not_cyberbullying,not_cyberbullying
3445,not_cyberbullying,not_cyberbullying
3446,religion,religion
3447,gender,gender
3448,not_cyberbullying,religion
3449,age,age
3450,age,age
3451,age,age
3452,age,age
3453,gender,gender
3454,not_cyberbullying,not_cyberbullying
3455,not_cyberbullying,not_cyberbullying
3456,gender,gender
3457,ethnicity,ethnicity
3458,religion,religion
3459,religion,religion
3460,gender,gender
3461,ethnicity,ethnicity
3462,religion,religion
3463,gender,gender
3464,gender,gender
3465,gender,gender
3466,age,age
3467,religion,religion
3468,gender,gender
3469,religion,religion
3470,age,age
3471,religion,religion
3472,age,age
3473,gender,gender
3474,age,age
3475,not_cyberbullying,other_cyberbullying
3476,ethnicity,ethnicity
3477,gender,gender
3478,age,age
3479,gender,gender
3480,gender,gender
3481,gender,gender
3482,age,age
3483,age,age
3484,ethnicity,ethnicity
3485,not_cyberbullying,not_cyberbullying
3486,other_cyberbullying,other_cyberbullying
3487,gender,gender
3488,ethnicity,ethnicity
3489,ethnicity,ethnicity
3490,other_cyberbullying,gender
3491,religion,religion
3492,age,age
3493,ethnicity,ethnicity
3494,other_cyberbullying,not_cyberbullying
3495,other_cyberbullying,other_cyberbullying
3496,religion,religion
3497,religion,religion
3498,gender,gender
3499,not_cyberbullying,religion
3500,not_cyberbullying,other_cyberbullying
3501,age,age
3502,not_cyberbullying,not_cyberbullying
3503,age,age
3504,other_cyberbullying,not_cyberbullying
3505,ethnicity,not_cyberbullying
3506,age,age
3507,not_cyberbullying,religion
3508,age,age
3509,ethnicity,ethnicity
3510,religion,religion
3511,gender,gender
3512,religion,religion
3513,age,age
3514,other_cyberbullying,other_cyberbullying
3515,age,age
3516,ethnicity,ethnicity
3517,gender,gender
3518,gender,gender
3519,age,age
3520,age,age
3521,religion,religion
3522,ethnicity,ethnicity
3523,ethnicity,ethnicity
3524,gender,not_cyberbullying
3525,ethnicity,religion
3526,gender,gender
3527,ethnicity,ethnicity
3528,age,age
3529,religion,religion
3530,ethnicity,ethnicity
3531,religion,religion
3532,age,age
3533,gender,not_cyberbullying
3534,ethnicity,ethnicity
3535,not_cyberbullying,other_cyberbullying
3536,ethnicity,ethnicity
3537,age,age
3538,ethnicity,ethnicity
3539,ethnicity,ethnicity
3540,ethnicity,ethnicity
3541,age,age
3542,age,age
3543,age,age
3544,ethnicity,ethnicity
3545,ethnicity,ethnicity
3546,ethnicity,other_cyberbullying
3547,religion,religion
3548,religion,religion
3549,gender,gender
3550,age,age
3551,age,age
3552,other_cyberbullying,other_cyberbullying
3553,other_cyberbullying,other_cyberbullying
3554,religion,religion
3555,gender,gender
3556,religion,religion
3557,ethnicity,ethnicity
