,tweet_text,cyberbullying_type,lang,score,y,tweet_length
17225,Ok Confession I'm semi-retired clergy social justice radical Not Christian As chaplain/hospice support ppl of all faith Ppl who live freely &amp; ethically past defining Basically all who care w/ heart Know I get blocks bc ppl lay a ton of history experiences aversion on open spirit,religion,en,0.9999968491701968,2,283
17228,"New KeralaUS voices deep concern over rights abuses faced by Pak ...Referring to the acquittal of Christian woman Asia Bibi on blasphemy charges, which enabled her safe departure from the country, Wells said the apex court's ...3 mins ago https://www.newkerala.com/news/read/234069/us-voices-deep-concern-over-rights-abuses-faced-by-pak-minorities.html #atheism #atheist",religion,en,0.999996516625464,2,370
17229,"How about go back FURTHER and ask the Africans who sold your ancestors into slavery for reparations, THEN go ask the Muslims for reparations and to STOP ENSLAVING THE BLACK RACE, your a fucking idiot and a coward if you don't do it https://twitter.com/warrior4_trump/status/1277800610058960897",religion,en,0.99999644788987,2,293
17300,Allama #KhadimHussainRizvi prayed for the Muslim of China first ever in Pakistan in a huge crowd... Because he has the pain for Muslim &amp; humanity... We are standing with our Chinese Muslim &amp; always ready for Jihad for them... @TLPchief #China_kills_Muslims #China_is_terrorist,religion,en,0.9999972698507302,2,284
17331,Any non Turkish Muslim &amp; person who never lived/has to live in turkey... If I see you idiots make a single dumb comment on Hagia Sophia conflict istg- The reason they’re pulling this bs right now is to Distract the public attention from more pressing issues (çoklu baro kararı) +,religion,en,0.999996859857074,2,283
17335,Mr Hussain ok RSS nothing doing for country but HV u guts to tell something about Islamic Terrorism HV u guts to say Against ZEHAD HV u guts to say Against Obbassi &amp; other leaders who says same language for Ur Kind information NATION IS 1ST FOR US &amp; We all know what is 1st 4 you,religion,en,0.999997559830226,2,287
17356,"most muslim countries ban porn no evidence and this is even false ""muslim or ex-muslim people from all over the world say muslim men consume ridiculous amounts of porn"" Muslims &amp; ex-Muslims say you're an idiot ... doesn't make it true Still no evidence 4 Ur beloved porn start?",religion,en,0.9999968846782944,2,281
17365,"If you're a Christian, &amp;you're ok w/voting for the most pro-abortion, anti-American, anti-Israel POTUS (Obama)who ignored Christians, et al,killed at the hands of radical Muslims, then you don't know the Bible,&amp;you're in no position to rebuke @POTUS or Christians who support him.",religion,en,0.7142850410941886,2,288
17406,"Your doctor isn't true muslim,like millions of muslims live worldwide True muslims,who believe in Quran&amp;fellow Prophet Mohamad life,such as ISIS,AlQaeda,Hezbollah,Boko Haram..etc, (292 terrorist groups) Quran &amp;Prophet Mohamad words incite killing non-muslims Read Al-tawba Surah",religion,en,0.999999175607754,2,286
17494,"This is a special gift for you from victim of Muslim separatism & Islamic terrorism in India I am just posting it so that U come to know how an Indian Muslim treats your ""sermons"" @anjanaomkashyap @HafizAyazGani @AnupamPKher @Shehzad_Ind @khanumarfa @ANI https://m.facebook.com/100013226807619/posts/939989493118602/?notif_id=1587554332199644&amp;notif_t=close_friend_activity&amp;ref=notif",religion,en,0.999998027791548,2,390
17523,https://twitter.com/Harshit35075562/status/1262578250250780672?s=19 this message from a common Afghan okay idiot goodbye this is a 21st century we defeated you 4 times we break you past 70 Kashmiri muslims are our slaves wake up tell your coward army come in Kashmir and fight with us almost a year completed on 5th august.,religion,en,0.999995931674155,2,323
17556,"That's why OsamaBinLaden was enjoying his last days peacefully in .Where else an Armed Jihadi (bloody Terrorist) can get refuge other than the hub of Global jihad.Enough of this,Jihad means Struggle shit.U think non Muslims r fool &amp; they can't see wt U guys r doing to Humanity.",religion,en,0.999997779695036,2,282
17559,"Christianophobia : ""You Are Finished!"": Turkey's Growing War on Christians"" : https://www.meforum.org/61062/turkeys-growing-war-on-christians And then, some delusional (or treasonous ?) idiots who go by the name leftists don't understand why it is dangerous for our families to allow Muslims to settle in Greece...",religion,en,0.8571389037085648,2,314
17567,"Then, the apostle Paul was also a misogynist (1Tim. 2:12; 3:2)? JMac is right? ""Feminism has come to church""? Example of feminism's danger in the Church? ""GOD is a misogynist"" - said by a ""Christian"" woman in the Church, who threw away a 19 year marriage &amp; remarried within 1 year",religion,en,0.9999949064063478,2,284
17595,"ARE YOU IDIOTS GONNA REALIZE THAT THE MUSLIM RELIGION IS ALSO A NATION. THE NATION OF ISLAM IS A NATION WITHOUT BOUNDARIES. THEIR ALLEGIANCE IS TO ALLAH, &amp; SHARIA LAW? They are unlikely to assimilate, they have sworn their allegiance already! Until 1990 they couldn't hold office!",religion,en,0.9999965165503392,2,284
17692,"@IlhanMN, you would never be a better American. You can not bcause you support ISIS, radical Islam. Grt example is BARAK OBAMA, he was the president yet he never loved American values, it’s democracy &amp; beliefs. He said America is not a Christian country. @IlhanMN you’re same too!",religion,en,0.9999959146216044,2,284
17705,"is terrorist attacks inspired by radical ideology, such as those promoted by ISIS and al-Qa'ida. SÄPO reported that returning foreign terrorist fighters posed one of the most significant threats to Sweden's security https://www.refworld.org/docid/5bcf1f7ea.html #notinmycountry #evil #islam #666 #Quran",religion,en,0.9999974767205988,2,302
17715,#Muslim #Hindu #Christian one side. Humanity make you Muslims nothing &amp; who disturb others religions they not Muslims. If any other religions disturb Islamic religion so it's mean he terrorist. Islam is the name of Peace. Or we hv small options Jihad e Asgar 4 the enemy of Islam.,religion,en,0.9999952077321734,2,284
17721,"Wolves in sheep's clothing. Soros' money will support the far-Left group, Vote Common Good, and its ""rent-an-evangelical"" program. Vote Common Good sends out ultra-liberal pastors &amp; speakers who identify as Christians and dress up their radical political agenda in biblical terms.",religion,en,0.9999989516355352,2,284
17722,"@lsarsour is a radical Muslim who hates #Jewish &amp; #christians ! @realDonaldTrump has made Twitter what it is today, very popular just like @potus! Ban #MeToo disrepecter @JoeBiden who's son #DeadbeatDadhunterbiden won't pay his kid child support! Ban haters @Ilhan @RashidaTlaib !",religion,en,0.9999953821131428,2,284
17734,350 illegals got 1.2 billion off @NicolaSturgeon China rapes our oil feilds &amp; their virus murders our people. Muslim glasgow rape gangs get their crimes covered up while this illegal will &amp;probibly get more fee stuff. YOU AWAKE IDIOTS https://www.breitbart.com/europe/2020/07/23/illegal-immigrant-suing-uk-coronavirus/ via @BreitbartNews,religion,en,0.9999977156282878,2,345
17829,".@IsraeliPM make sure the Security Council deserves an Israeli Nuclear Disarmament every Hamas and Islamic Jihad Terrorist shall now die or surrender. Treat the Prisoner with Humanity only the surrendering Prisoner, carnage all others fighting God's wars. https://www.youtube.com/watch?v=bwEOE7txRK0",religion,en,0.999994601565745,2,299
17832,We have traitors here Muslims in the Democratic Party that support Isis &amp; radical Islamic groups they are in our politics to try to disrupt a Christian Nation as they have done in the past &amp; will continue to do until they are stopped this is a Christian Nation and always will be,religion,en,0.9999976200691758,2,287
17851,Arguing with idiot is wasting time What about upper cast lower cast system..do you even allow dalits to enter temples ...shut up and who is killing Muslims ? See the facts https://www.meatpoultrynutrition.org/content/great-taste-alone-shouldnt-dictate-your-dietary-choices-here-are-12-good-reasons-meat-and,religion,en,0.9999967740177884,2,306
17852,You'd rather wish all the Muslim women sit at home than go out &amp; work &amp; live as independent women. Ofcourse this patriarchal mindset of u ppl will never change. That's why you always target other religions than figuring out how ur own women r suffering jus bcoz of idiots like u.,religion,en,0.9999956118781336,2,287
17879,We did not kick you out. You left because India pulled you out. We all know the truth. You can spin the Islamic Terrorism &amp; genocide narrative as much as you want. It ain’t gonna fly in the long run. Truth always comes out. Now keep crying over Kashmiriyat u closed door schemers,religion,en,0.9999960043334168,2,283
17889,"Christian Woman in Pakistan Dies After Being Set on Fire for Refusing to Convert to Islam! That very Pakistani PM talks about human rights, on Indian occupied Kashmir ! https://amredeemed.com/end-time-headlines/christian-woman-in-pakistan-dies-after-being-set-on-fire-for-refusing-to-convert-to-islam-marry-muslim/",religion,en,0.9999963598877702,2,314
17894,"He also jumped in front of cameras day after riots began and boldly laid blame on radical leftists &amp; antifa. There was no data to support Barr’s remarks. He said them anyway. Lawless &amp; political this guy. Oh, I bet he is Christian though. PS Facts are in from MN &amp; Barr lied.",religion,en,0.9999970218039128,2,287
17900,"Don't try to argue useless things, it was masjid from 1453 to 1934 then museum & back to masjid in 2020 why an idiot like you insisting it to be church? Flush your head if sense able Muslim. Even masjid e Nabvi &amp; Kabab will fall before end of times it is when angels won't be 1/2",religion,en,0.9999970309640576,2,283
17926,"“‘A Christian woman,’ he said contemptuously, “is saying a Jewish cartoonist is anti-Semitic.” Well, yes, precisely. And she’s right. The Christian woman &amp; the formerly Muslim one, Ms. Ali, know exactly what anti-Semitism is. &amp; the Jewish cynic not only doesn’t, he promotes it”",religion,en,0.9999967388713196,2,286
17940,"#CAA_NRC_Protest #CAAProtests #CAA2019 #Muslims Fellow moderate Muslims, Hindu, Sikhs, Buddhists, Jains, Christian &amp; Parsis. Radical Muslims supported by anti-national @INCIndia &amp; @cpimspeak mounted civil disobedience. Please rise and support Govt in its effort to defeat them.",religion,en,0.9999962593050588,2,285
17987,"Very true , terrorism killing humanity every day &amp; still we want to treat them with humanity ...its evident tht terrorist dead body use to incites More Kashmiri For jihad &amp; now its become fashion. To whome u r fearing @narendramodi &amp; @AmitShah if there is no relegion of terror",religion,en,0.9999983022624296,2,289
